CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
11670369-101001109742,Intersection 5500 HEATHERBROOK DR & 14200 S POST OAK RD,,K,CENTRAL SOUTHWEST,,,,,,Friday-b,571Q,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 12:11:56,2013-09-07 12:11:42,2013-08-30 13:25:02,-7.95,Pothole-101001109742,3091412.20318,13790554.58901,,,Voice In
11670377-101001109765,"9600 FONDREN, HOUSTON TX 77071",HARRIS,K,BRAYS OAKS,1231390010001,,,,,,530U,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 12:20:42,2013-09-07 12:20:42,2013-08-30 13:25:02,-7.96,Pothole-101001109765,3076861.11,13809599.38,29.6750572,-95.50906146,Voice In
11670394-101001109834,Intersection 6800 GREENBRIAR DR & 2300 W HOLCOMBE BLVD,,C,UNIVERSITY PLACE,,,,,,,532G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 13:06:26,2013-09-07 13:06:26,2013-08-30 13:45:02,-7.97,Pothole-101001109834,3107133.60875,13821784.36808,,,Voice In
101001109865,"4243 BETTIS, HOUSTON TX 77027",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,1175300030004,NW,,MONDAY,4th Wednesday,,491V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 13:22:19,2013-09-07 13:22:19,2013-09-10 11:03:29,2.9,Pothole - 17693,3094571.09539,13835106.62467,,,WAP
11670520-101001110191,"711 LENOX, HOUSTON TX 77023",HARRIS,I,GREATER EASTWOOD,0380740320008,SE,SW,MONDAY,1st Wednesday,Monday-A,494T,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 17:04:01,2013-09-07 17:04:01,2013-09-04 10:45:02,-3.26,Pothole-101001110191,3134724.52,13834546.15,29.73892826,-95.32445462,Voice In
11670542-101001110247,Intersection 12050 W BELLFORT ST & 11600 MEADOW PINES CT,Harris County,F,ALIEF,,SW,SW,MONDAY,1st Tuesday,MONDAY-B,529W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 17:59:22,2013-09-07 17:59:20,2013-08-30 13:25:02,-8.19,Pothole-101001110247,3051515.53166,13802650.15996,29.65818412,-95.58947743,Voice In
11670551-101001110279,"5050 W ALABAMA, HOUSTON TX",HARRIS,G,GREATER UPTOWN,1205380000013,,,,,,491U,Uptown Houston MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 18:24:55,2013-09-07 18:24:55,2013-08-30 13:05:02,-8.22,Pothole-101001110279,,,29.73840138,-95.46281948,Voice In
11670554-101001110285,"12855 MEMORIAL, HOUSTON TX 77024",HARRIS,G,MEMORIAL,0843200000003,NW,NW,MONDAY,4th Wednesday,MONDAY-A,489G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 18:41:27,2013-09-07 18:41:27,2013-08-30 13:25:02,-8.22,Pothole - 17741,3059013.59436,13844559.11464,29.77245519,-95.56209884,WAP
11670574-101001110330,"838 CHIMNEY ROCK, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,0752020530007,,,,,,491K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 19:48:35,2013-09-07 19:48:35,2013-08-30 13:05:02,-8.28,Pothole,,,29.75881424,-95.47774311,WEB
11670575-101001110331,"5450 KINGLET, HOUSTON TX 77096",HARRIS,K,WESTBURY,0840440000007,SW,SE,THURSDAY,2nd Thursday,THURSDAY-A,531X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 19:50:00,2013-09-07 19:50:00,2013-08-30 13:25:02,-8.27,Pothole-101001110331,3086263.39,13805277.65,29.66257569,-95.47986908,Voice In
11670579-101001110339,"2233 S VOSS, HOUSTON TX 77057",HARRIS,G,GREATER UPTOWN,1314910010001,,,,,,490V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 19:54:34,2013-09-07 19:54:34,2013-08-30 13:25:02,-8.27,Pothole,,,29.74414631,-95.50047011,WEB
11670586-101001110349,Intersection 400 CHIMNEY ROCK RD & 5700 INDIAN CIR,,G,GREATER UPTOWN,,,,,,,491F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 20:10:33,2013-09-07 20:10:33,2013-08-30 13:05:02,-8.3,Pothole,,,,,WEB
11670591-101001110357,Intersection 3300 S RICE AVE & 5300 RICHMOND AVE,,G,GREATER UPTOWN,,,,,,,491Y,Uptown Houston MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 20:28:41,2013-09-07 20:28:41,2013-08-30 13:25:02,-8.29,Pothole,,,,,WEB
11670612-101001110404,"7575 KIRBY, HOUSTON TX 77030",HARRIS,C,UNIVERSITY PLACE,1260880000005,,,,,,532L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 23:22:18,2013-09-07 23:22:18,2013-08-30 13:45:02,-8.4,Pothole - 17753,3105528.20315,13818757.41728,29.69866807,-95.41773322,WAP
11670613-101001110408,Intersection 7940 BELLFORT ST & 8300 GLENCREST ST,Harris County,I,GOLFCREST / BELLFORT / REVEILLE,,,,,,,535T,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 23:35:21,2013-09-07 23:35:21,2013-08-30 14:25:01,-8.38,Pothole-101001110408,3152128.56994,13811014.68293,,,Voice In
11670616-101001110411,"2003 SHADOWBRIAR, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1118900000023,,,,,,489S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-28 23:51:41,2013-09-07 23:51:41,2013-08-30 13:25:02,-8.44,Pothole,,,29.74396207,-95.5959805,WEB
11670617-101001110412,Intersection 12220 ROCKY KNOLL DR & 2000 SHADOWBRIAR DR,Harris County,G,BRIAR FOREST,,,,,,,489N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 00:02:48,2013-09-08 00:02:48,2013-08-30 13:25:02,-8.44,Pothole,,,29.74415391,-95.59625234,WEB
11670623-101001110444,"7550 WILSHIRE PLACE, HOUSTON TX 77040",HARRIS,A,FAIRBANKS / NORTHWEST CROSSING,1194890000001,,,,,,410Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 03:35:16,2013-09-08 03:35:16,2013-08-30 14:05:02,-8.56,Pothole-101001110444,3075710.98,13876598.19,29.8594894,-95.50637398,Voice In
11670630-101001110466,"4243 BETTIS, HOUSTON TX 77027",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,1175300030004,NW,,MONDAY,4th Wednesday,,491V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 07:05:22,2013-09-08 07:05:21,2013-09-03 14:25:02,-4.69,Pothole - 17693,3094571.09539,13835106.62467,,,WAP
11670678-101001110612,Intersection 12300 ROCKY KNOLL DR & 2000 SHANNON VALLEY DR,Harris County,G,BRIAR FOREST,,,,,,,488R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 08:54:52,2013-09-08 08:54:52,2013-09-03 14:05:01,-4.78,Pothole,,,29.74413294,-95.59819022,WEB
11670680-101001110617,"2002 SHADYBRIAR, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1118930000036,,,,,,488V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 08:57:09,2013-09-08 08:57:09,2013-09-04 07:45:02,-4.05,Pothole,,,29.74393091,-95.59944506,WEB
11670681-101001110624,"12342 MEADOW LAKE, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1118930000040,,,,,,488V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 08:59:34,2013-09-08 08:59:34,2013-09-03 13:25:01,-4.82,Pothole,,,,,WEB
11670686-101001110630,"12215 MEADOW LAKE, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1118940000020,,,,,,488V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 09:01:21,2013-09-08 09:01:21,2013-09-03 13:25:02,-4.82,Pothole,,,29.74122101,-95.59762357,WEB
11670687-101001110637,"12143 MEADOW LAKE, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1138120000001,,,,,,489S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 09:03:13,2013-09-08 09:03:12,2013-09-04 07:45:01,-4.05,Pothole,,,29.74092667,-95.59656504,WEB
11670693-101001110646,"12203 BURGOYNE, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1138130000001,,,,,,488V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 09:08:14,2013-09-08 09:08:14,2013-09-03 14:05:02,-4.79,Pothole,,,29.7403203,-95.59731436,WEB
11670697-101001110654,"2006 WILLOWLAKE, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1118900000001,,,,,,489S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 09:13:24,2013-09-08 09:13:24,2013-09-03 13:45:16,-4.81,Pothole,,,29.74398347,-95.59472561,WEB
11670698-101001110661,"12155 PIPING ROCK, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1138140000001,,,,,,488V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 09:14:57,2013-09-08 09:14:57,2013-09-03 14:05:02,-4.8,Pothole,,,29.73950009,-95.59727323,WEB
11670712-101001110679,"2102 WILLOWLAKE, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1118900000007,,,,,,489S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 09:26:20,2013-09-08 09:26:20,2013-09-03 13:45:16,-4.82,Pothole,,,29.74281555,-95.59470744,Unknown
11670714-101001110683,"12127 OLYMPIA, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1118890000014,,,,,,489S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 09:28:20,2013-09-08 09:28:20,2013-09-03 13:25:02,-4.84,Pothole,,,29.74158427,-95.59584848,Unknown
11670715-101001110687,"12135 OLYMPIA, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1118890000016,,,,,,489S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 09:31:20,2013-09-08 09:31:20,2013-09-03 13:45:16,-4.82,Pothole,,,29.74166395,-95.59630383,Unknown
11670719-101001110688,"9725 FONDREN, HOUSTON TX 77096",HARRIS,K,BRAYS OAKS,1044100000012,,,,,,530V,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 09:31:29,2013-09-08 09:31:29,2013-09-03 14:45:02,-4.78,Pothole-101001110688,3077286.45,13809193.64,29.67395406,-95.50759091,Voice In
11670720-101001110693,"12142 MEADOW LAKE, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1138100000017,,,,,,489S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 09:33:19,2013-09-08 09:33:19,2013-09-03 13:25:02,-4.84,Pothole,,,29.74135888,-95.59639084,WEB
11670785-101001110893,Intersection 600 W BOUGH LN & 12800 BROKEN BOUGH DR & 12800 MEMORIAL DR,,G,MEMORIAL,,NW,NE,MONDAY,4th Wednesday,,489H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 11:09:21,2013-09-08 11:09:21,2013-09-03 14:25:02,-4.86,Pothole-101001110893,3060071.58017,13844195.714339998,,,Voice In
11670868-101001111028,"1232 W GRAY, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0523630000002,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493N,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 12:38:52,2013-09-08 12:38:51,2013-09-03 14:25:02,-4.93,Pothole,,,29.75352109,-95.39506564,Unknown
11670946-101001111198,"12803 NORTHBOROUGH, HOUSTON TX 77067",HARRIS,B,GREATER GREENSPOINT,1127570000001,,,,,,372L,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 14:18:35,2013-09-08 14:18:34,2013-09-03 14:25:01,-5.0,Pothole,,,29.95383723,-95.42339382,WEB
11670958-101001111241,Intersection 5200 N BRAESWOOD BLVD & 9000 FERRIS DR,Harris County,C,MEYERLAND AREA,,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 14:49:37,2013-09-08 14:49:37,2013-09-03 14:45:02,-5.0,Pothole,,,29.67885586,-95.47180933,WEB
11670975-101001111286,Intersection 1500 W 11TH ST & 1100 N DURHAM DR,,C,GREATER HEIGHTS,,,,,,,452Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 15:14:21,2013-09-08 15:14:21,2013-09-03 14:25:01,-5.03,Pothole-101001111286,3106446.3785,13852385.90629,,,Voice In
11670976-101001111291,"1818 LOCKSFORD, HOUSTON TX 77008",HARRIS,C,LAZYBROOK / TIMBERGROVE,0923090000048,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 15:16:52,2013-09-08 15:16:52,2013-09-03 14:25:02,-5.04,Pothole-101001111291,3095528.89,13856511.83,29.80263614,-95.44580544,Voice In
11670986-101001111316,"10454 RICHMOND, HOUSTON TX 77042",HARRIS,F,WESTCHASE,1201670010005,,,,,,489Z,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 15:36:30,2013-09-08 15:36:30,2013-09-03 13:25:02,-5.09,Pothole-101001111316,3060302.02,13828354.29,29.72813397,-95.55944319,Voice In
11671033-101001111456,"2266 W HOLCOMBE, HOUSTON TX 77030",HARRIS,C,UNIVERSITY PLACE,0641010110004,,,,,,532G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 16:56:15,2013-09-08 16:56:15,2013-09-03 14:45:02,-5.09,Pothole-101001111456,3107346.33,13821866.73,29.70687481,-95.41193869,Voice In
11671057-101001111531,Intersection 5200 CHAMPLAIN BEND ST & 1900 SAGE RD,Harris County,G,GREATER UPTOWN,,,,,,,491Q,Uptown Houston MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 17:55:49,2013-09-08 17:55:48,2013-09-03 14:25:02,-5.15,Pothole,,,29.74789822,-95.46712497,WEB
11671070-101001111564,"3233 MAXROY, HOUSTON TX 77008",HARRIS,C,LAZYBROOK / TIMBERGROVE,0651200000048,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-29 18:42:22,2013-09-08 18:42:22,2013-09-04 11:05:01,-4.32,Pothole - 17799,3100461.75839,13851150.567139998,29.7873367,-95.43101887,WAP
11671140-101001111777,Intersection 10500 W BELLFORT ST & 11500 ROARK RD,,K,BRAYS OAKS,,,,,,,569C,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-30 08:18:45,2013-09-09 08:18:45,2013-09-04 08:05:02,-5.01,Pothole,,,,,WEB
11671146-101001111795,Intersection 200 CHIMNEY ROCK RD & 10200 MEMORIAL DR,,G,GREATER UPTOWN,,,,,,,491F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-30 08:28:03,2013-09-09 08:28:03,2013-09-04 08:25:02,-5.0,Pothole-101001111795,3083652.89357,13846979.007980002,,,Voice In
11671217-101001112003,"17605 JOHN F KENNEDY, HOUSTON TX 77032",HARRIS,B,IAH / AIRPORT AREA,0441130000026,,,,,,374E,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-30 10:16:35,2013-09-09 10:16:34,2013-09-04 08:25:02,-5.08,Pothole-101001112003,3126565.24,13919132.43,29.97190681,-95.34140248,Voice In
11671275-101001112207,"7101 STELLA LINK, HOUSTON TX 77025",HARRIS,C,BRAESWOOD,1217660010001,,,,,,532J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-30 12:01:51,2013-09-09 12:01:51,2013-09-04 08:25:02,-5.15,Pothole-101001112207,3099092.91,13819357.04,29.69986127,-95.43968706,Voice In
11671345-101001112398,Intersection 7500 SAN FELIPE ST & 1628 S VOSS RD,,G,GREATER UPTOWN,,,,,,,490R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-30 13:59:26,2013-09-09 13:59:26,2013-09-04 08:25:02,-5.23,Pothole-101001112398,3078566.37159,13837004.404899998,,,Voice In
11671364-101001112452,"7606 JANAK, HOUSTON TX 77055",HARRIS,A,SPRING BRANCH EAST,1272760010002,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,451X,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-30 14:36:42,2013-09-09 14:36:42,2013-09-04 16:05:02,-4.94,Pothole,,,29.79966554,-95.47970007,WEB
11671413-101001112617,"202 N LOOP W, HOUSTON TX 77018",HARRIS,C,CENTRAL NORTHWEST,0660450010002,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-30 16:12:21,2013-09-09 16:12:21,2013-09-04 16:05:02,-5.01,Pothole - 17834,3110038.26585,13861028.43579,29.81356519,-95.39996177,WAP
11671449-101001112720,"12843 MEMORIAL, HOUSTON TX 77024",HARRIS,G,MEMORIAL,0843200000006,NW,NW,MONDAY,4th Wednesday,MONDAY-A,489G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-30 18:02:20,2013-09-09 18:02:20,2013-09-04 08:25:02,-5.4,Pothole - 17836,3059207.18983,13844567.14165,29.77246314,-95.5613105,WAP
11671510-101001112874,"2002 CHIMNEY ROCK, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,0780090170008,,,,,,491T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-31 07:49:45,2013-09-10 07:49:44,2013-09-04 08:45:02,-5.96,Pothole,,,29.74487035,-95.47754544,WEB
11671607-101001113087,"5656 ALLENDALE, HOUSTON TX 77017",HARRIS,E,MEADOWBROOK / ALLENDALE,0772600080019,SE,SE,MONDAY,2nd Monday,MONDAY-B,536T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-31 17:02:21,2013-09-10 17:02:21,2013-09-04 08:45:02,-6.35,Pothole - 17877,3164269.14132,13815255.76589,29.68306581,-95.23339812,WAP
11671649-101001113181,"2294 W HOLCOMBE, HOUSTON TX 77030",HARRIS,C,UNIVERSITY PLACE,0641010110004,,,,,,532G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-08-31 23:32:18,2013-09-10 23:32:18,2013-09-04 08:45:02,-6.62,Pothole - 17889,3107169.79546,13821822.85937,29.70752182,-95.41230171,WAP
11671699-101001113271,"1485 ENCLAVE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1158700020001,,,,,,488L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-01 10:42:17,2013-09-11 10:42:17,2013-09-04 08:45:02,-7.08,Pothole - 17913,3041281.16228,13837428.97467,29.75472038,-95.61760151,WAP
11671814-101001113514,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-02 09:11:19,2013-09-12 09:11:18,2013-09-05 15:05:06,-6.75,Pothole - 17957,3082309.65059,13836920.240499998,Unknown,Unknown,WAP
11672017-101001113881,"1809 HICKORY, HOUSTON TX 77007",HARRIS,H,WASHINGTON AVENUE COALITION / MEMORIAL P,1287410010006,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 05:42:18,2013-09-13 05:42:18,2013-09-04 14:05:03,-8.65,Pothole - 18012,3119318.20124,13846728.75211,29.77390052,-95.37170536,WAP
11672025-101001113901,1508 BISSONNET TX 77006,HARRIS,C,UNIVERSITY PLACE,0530370010005,,,,,,492Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 07:15:25,2013-09-13 07:15:25,2013-09-05 13:45:02,-7.73,Pothole-101001113901,3111216.75,13829101.19,29.72597251,-95.39902408,Voice In
11672031-101001113914,Intersection 3500 CLEBURNE ST & 3800 SAMPSON ST,,D,GREATER THIRD WARD,,SE,SE,TUESDAY,3rd Friday,,533D,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 07:43:24,2013-09-13 07:43:24,2013-09-05 13:45:02,-7.75,Pothole,,,,,WEB
11672115-101001114137,"7718 RICHMOND, HOUSTON TX 77063",HARRIS,F,MID WEST,0892890000027,,,,,,490Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 09:47:36,2013-09-13 09:47:36,2013-09-05 13:25:10,-7.85,Pothole,,,29.73084956,-95.50545579,WEB
11672164-101001114238,"502 CROSSTIMBERS, HOUSTON TX 77022",HARRIS,H,INDEPENDENCE HEIGHTS,0760310020018,NW,NW,TUESDAY,2nd Friday,TUESDAY-A,453J,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 10:29:35,2013-09-13 10:29:35,2013-09-05 13:45:02,-7.86,Pothole-101001114238,3111833.2,13866328.59,29.8282468,-95.39346621,Voice In
11672165-101001114243,Intersection 6800 GREENBRIAR DR & 2300 W HOLCOMBE BLVD,,C,UNIVERSITY PLACE,,,,,,,532G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 10:31:00,2013-09-13 10:30:59,2013-09-05 14:25:02,-7.84,Pothole-101001114243,3107133.60875,13821784.36808,,,Voice In
11672166-101001114248,"3229 SOUTHWEST FWY, HOUSTON TX 77027",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0410170050044,,,,,,492X,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 10:32:22,2013-09-13 10:32:22,2013-09-05 13:45:02,-7.87,Pothole - 18020,3101496.96605,13829983.53925,29.72888889,-95.42980881,WAP
11672183-101001114277,"1911 CROCKETT, HOUSTON TX 77007",HARRIS,H,WASHINGTON AVENUE COALITION / MEMORIAL P,1294750010002,NW,SW,MONDAY,1st Wednesday,non active,493F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 10:42:22,2013-09-13 10:42:22,2013-09-05 14:25:01,-7.85,Pothole - 18025,3117491.92657,13846665.87655,,,WAP
11672182-101001114276,"1608 CROCKETT, HOUSTON TX 77007",HARRIS,H,WASHINGTON AVENUE COALITION / MEMORIAL P,0051110000004,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 10:42:22,2013-09-13 10:42:22,2013-09-05 13:45:02,-7.87,Pothole - 18024,3118580.09889,13846714.18069,29.77395375,-95.37410342,WAP
11672202-101001114326,Intersection 0 WILL CLAYTON PKWY & 5040 WRIGHT RD,,B,IAH / AIRPORT AREA,,,,,,,374D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 11:02:17,2013-09-13 11:02:17,2013-09-05 14:05:01,-7.87,Pothole,,,,,WEB
11672206-101001114343,Intersection 19350 BORDERSVILLE SCHOOL RD & 9300 HUMBLE WESTFIELD RD & 19500 WATSON L,Harris County,B,IAH / AIRPORT AREA,,,NE,,2nd Wednesday,,335T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 11:11:46,2013-09-13 11:11:46,2013-09-03 20:30:01,-9.61,Pothole,,,,,WEB
11672245-101001114461,"3616 ROBERTSON, HOUSTON TX 77009",HARRIS,H,NEAR NORTHSIDE,0310470000001,NE,NW,FRIDAY,1st Friday,FRIDAY-B,453Z,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 12:12:39,2013-09-13 12:12:39,2013-09-05 13:45:02,-7.94,Pothole - 18052,3123844.68985,13854243.79661,29.79384135,-95.35678204,WAP
11672313-101001114641,"4210 BETTIS, HOUSTON TX 77027",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0813180010006,NW,NW,MONDAY,4th Wednesday,MONDAY-A,491V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 13:55:32,2013-09-13 13:55:32,2013-09-05 13:25:11,-8.02,Pothole-101001114641,3094820.98,13835190.38,29.74408572,-95.45009931,Voice In
11672449-101001115060,"1201 MCDUFFIE, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,1143360010003,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-09-03 17:02:19,2013-09-13 17:02:18,2013-09-05 13:45:02,-8.14,Pothole - 18071,3108155.87304,13839493.169699997,29.75413563,-95.40784761,WAP
