CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
12026364-101002208062,Intersection 6400 LONG DR&4300 WESLOW ST,Harris County,I,GOLFCREST / BELLFORT / REVEILLE,,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,534Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 17:57:22,2016-06-05 17:57:22,2016-06-04 06:09:40,-1.49,Flooding,,,29.68976588,-95.312767,Unknown
12026368-101002208066,"7115 KINNEY, HOUSTON TX 77087",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0590700260013,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,534R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 18:01:01,2016-06-05 18:01:01,2016-06-06 06:39:41,0.53,Flooding-101002208066,3142448.62375,13815979.259939998,29.68722438,-95.30197674,Voice In
12026369-101002208067,Intersection 15190 JOHN F KENNEDY BLVD&3700 N SAM HOUSTON PKWY E,,B,IAH / AIRPORT AREA,,,,,,,374T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 18:01:24,2016-06-05 18:01:23,2016-06-04 16:09:40,-1.08,Flooding-101002208067,3130282.4509,13907162.389580002,,,Voice In
12026379-101002208083,Intersection 700 W GULF BANK RD&0 NORTH FWY,,B,HIDDEN VALLEY,,,,,,,412L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 18:12:56,2016-06-05 18:12:56,2016-06-04 07:14:41,-1.46,Flooding-101002208083,3105137.83945,13888245.82932,,,Voice In
12026381-101002208091,"13343 JOLIET, HOUSTON TX 77015",HARRIS,E,NORTHSHORE,0750860480930,NE,NE,THURSDAY,1st Monday,THURSDAY-A,497A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 18:15:06,2016-06-05 18:15:06,2016-08-05 15:00:39,60.86,Flooding-101002208091,3177134.96645,13852226.89316,29.78379323,-95.18906899,Voice In
12026389-101002208110,"4601 KEYSTONE, HOUSTON TX 77021",HARRIS,D,GREATER OST / SOUTH UNION,0691060110027,SE,SW,TUESDAY,3rd Tuesday,TUESDAY-A,533M,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 18:28:20,2016-06-05 18:28:20,2016-06-04 07:44:40,-1.45,Flooding-101002208110,3128050.95668,13819028.44577,29.69684984,-95.34700084,Voice In
12026396-101002208136,Intersection 1400 W GULF BANK RD&8900 VETERANS MEMORIAL DR,,B,HIDDEN VALLEY,,NW,NE,TUESDAY,3rd Friday,,412L,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 18:54:59,2016-06-05 18:54:59,2016-06-04 07:14:40,-1.49,Flooding-101002208136,3102200.4864,13887883.77657,,,Voice In
12026401-101002208151,Intersection 6000 W HARDY RD&0 N LOOP FWY E,Harris County,H,EASTEX - JENSEN AREA,,,,,,,453R,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 19:05:46,2016-06-05 19:05:46,2016-06-04 07:14:40,-1.49,Flooding-101002208151,3125238.94098,13861312.56232,,,Voice In
12026407-101002208163,"1018 DOLLY WRIGHT, HOUSTON TX 77088",HARRIS,B,ACRES HOME,0162670040028,NW,NW,TUESDAY,3rd Friday,TUESDAY-B,412T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 19:16:45,2016-06-05 19:16:45,2016-08-08 07:42:54,63.52,Flooding-101002208163,3100555.38568,13880316.18868,29.86764539,-95.42767142,Voice In
12026410-101002208168,Intersection 11800 DONEGAL WAY&4300 MADDEN LN,Harris County,D,SOUTH ACRES / CRESTMONT PARK,,SE,SW,FRIDAY,4th Friday,Friday-b,573L,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 19:19:19,2016-06-05 19:19:19,2016-06-04 11:39:40,-1.32,Flooding-101002208168,3124509.69604,13795707.03244,29.63304892,-95.36043556,Voice In
12026421-101002208201,Intersection 1100 GREENS RD&16100 W HARDY RD,,B,GREATER GREENSPOINT,,,,,,,373P,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 19:45:21,2016-06-05 19:45:21,2016-06-04 16:09:40,-1.15,Flooding,,,,,Unknown
12026424-101002208205,Intersection 500 W MOUNT HOUSTON RD&9400 NORTH FWY,,H,NORTHSIDE/NORTHLINE,,NE,NE,MONDAY,3rd Tuesday,,412M,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 19:54:51,2016-06-05 19:54:51,2016-06-04 07:14:40,-1.53,Flooding,,,,,Unknown
12026430-101002208222,"3322 CHRIS, HOUSTON TX 77063",HARRIS,F,MID WEST,1094010000004,,,,,,490Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 20:32:29,2016-06-05 20:32:29,2016-06-03 07:44:39,-2.53,Flooding-101002208222,3078025.80542,13829204.71315,29.7290263,-95.50354376,Voice In
12026442-101002208272,"3223 CHRIS, HOUSTON TX 77063",HARRIS,F,MID WEST,1094020000006,,,,,,490Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 21:46:35,2016-06-05 21:46:35,2016-06-03 07:49:39,-2.58,Flooding-101002208272,3078109.6996,13829526.02255,29.72990261,-95.50324928,Voice In
12026451-101002208297,Intersection 9300 BAY AREA BLVD&11000 RED BLUFF RD,,,,,,,,,,579Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-02 23:58:47,2016-06-05 23:57:00,2016-06-06 06:24:42,0.27,Flooding-101002208297,3217246.17264,13787529.724,,,Voice In
12026496-101002208452,"15154 OLD CREEK, HOUSTON TX 77060",HARRIS,B,GREATER GREENSPOINT,1020240000021,NE,NW,MONDAY,3rd Tuesday,MONDAY-B,373W,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-03 08:42:37,2016-06-06 08:42:37,2016-06-06 14:54:43,0.26,Flooding-101002208452,3110506.58199,13900684.82741,29.922791,-95.39430806,Voice In
12026501-101002208474,"3322 CHRIS, HOUSTON TX 77063",HARRIS,F,MID WEST,1094010000004,,,,,,490Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-03 08:52:36,2016-06-06 08:52:36,2016-06-08 07:24:43,1.94,Flooding-101002208474,3078025.80542,13829204.71315,29.7290263,-95.50354376,Voice In
12026574-101002208722,"5602 SAN FELIPE, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,0780090190001,,,,,,491P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-03 10:44:47,2016-06-06 10:44:47,2016-06-08 07:24:43,1.86,Flooding,,,29.75032278,-95.47513979,WEB
12026603-101002208803,"812 GRANVILLE, HOUSTON TX 77091",HARRIS,B,ACRES HOME,0690470100019,NW,NE,TUESDAY,3rd Friday,TUESDAY-B,412Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-03 11:18:07,2016-06-06 11:18:07,2016-06-07 10:59:44,0.99,Flooding - 129545,3103442.93707,13878825.71316,29.86342133,-95.41870842,WAP
12026624-101002208890,Intersection 5800 ALMEDA RD&1900 HERMANN DR&2200 MACGREGOR WAY,,D,MACGREGOR,,,,,,,533B,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-03 12:03:44,2016-06-06 12:03:44,2016-06-11 14:44:45,5.11,Flooding-101002208890,3117063.83036,13825842.28484,,,Voice In
12026652-101002208999,3326 N HOUSTON TX 77338,HARRIS,E,LAKE HOUSTON,0420810000052,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-03 12:54:04,2016-06-06 12:54:03,2016-06-06 14:59:43,0.09,Flooding-101002208999,3156570.01152,13938575.52131,30.02294681,-95.24512882,Voice In
12026678-101002209098,"3530 LAKELANE, HOUSTON TX 77338",HARRIS,E,LAKE HOUSTON,1013830000001,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-03 13:40:05,2016-06-06 13:40:05,2016-06-06 14:59:43,0.06,Flooding-101002209098,3163911.24749,13935709.06248,30.01441878,-95.22223561,Voice In
12026681-101002209109,"10810 TELEPHONE, HOUSTON TX 77075",HARRIS,D,GREATER HOBBY AREA,0641110000011,SE,SE,FRIDAY,4th Monday,FRIDAY-B,575S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-03 13:48:06,2016-06-06 13:48:06,2016-06-06 06:24:41,-0.31,Flooding,,,29.6081043,-95.28810097,Unknown
12026838-101002209808,"5235 KIAM, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0101990000979,NW,SW,THURSDAY,4th Monday,THURSDAY-B,492C,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-03 19:58:11,2016-06-06 19:58:11,2016-06-06 10:29:42,-0.39,Flooding - 129669,3105387.85358,13848985.44229,29.78112247,-95.41549801,WAP
12026881-101002209918,Intersection 1020 GREENS RD&800 SEMINAR DR,Harris County,B,GREATER GREENSPOINT,,,,,,,373P,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-04 06:14:04,2016-06-07 06:14:03,2016-06-06 13:24:42,-0.7,Flooding-101002209918,3112167.8536,13910914.04809,29.95076557,-95.38806906,Voice In
12026909-101002210006,Intersection 6900 APACHE ST&6900 CAMWAY ST,Harris County,B,TRINITY / HOUSTON GARDENS,,NE,NW,THURSDAY,2nd Tuesday,THURSDAY-A,454R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-04 09:56:34,2016-06-07 09:56:34,2016-06-10 13:24:45,3.14,Flooding-101002210006,3138702.84187,13864561.85799,29.82108577,-95.30893998,Voice In
12026952-101002210114,"11426 CHEEVES, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,0913940000013,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,415N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-04 11:43:28,2016-06-07 11:43:27,2016-06-07 10:59:44,-0.03,Flooding-101002210114,3143426.28452,13888739.417900002,29.88712828,-95.2916339,Voice In
12027012-101002210249,"4127 MINERAL HAVEN, HOUSTON TX 77048",HARRIS,D,MINNETEX,1272400030005,SE,SE,FRIDAY,4th Monday,FRIDAY-B,573Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-04 14:00:30,2016-06-07 14:00:30,2016-06-06 13:29:42,-1.02,Flooding-101002210249,3127122.61208,13785372.77949,29.60441858,-95.35322864,Voice In
12027053-101002210349,"4127 WAYSIDE STREAM, HOUSTON TX 77048",HARRIS,D,MINNETEX,1276320030027,SE,SE,FRIDAY,4th Monday,FRIDAY-B,573V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-04 16:18:08,2016-06-07 16:18:07,2016-06-06 13:39:43,-1.11,Flooding - 129847,3127161.3368,13785949.630460003,29.60596726,-95.35311309,WAP
12027062-101002210371,"11022 TAMWORTH, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,1025100000076,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,415S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-04 16:44:29,2016-06-07 16:44:29,2016-06-07 09:30:33,-0.3,Flooding-101002210371,3144609.21621,13885239.03448,29.87740422,-95.2882533,Voice In
12027092-101002210434,"9811 EBLEN, HOUSTON TX 77040",HARRIS,A,GREATER INWOOD,1045790000009,NW,NW,FRIDAY,4th Monday,FRIDAY-A,410R,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-04 18:22:23,2016-06-07 18:22:23,2016-06-07 15:19:42,-0.13,Flooding-101002210434,3076309.37873,13885044.92365,29.88265769,-95.50369039,Voice In
12027110-101002210493,"3002 CHENEVERT, HOUSTON TX 77004",HARRIS,D,MIDTOWN,1274420010001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493U,Midtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-04 22:36:05,2016-06-07 22:36:05,2016-06-06 10:29:42,-1.5,Flooding - 129896,3120482.43017,13833954.696019998,29.73857545,-95.36954799,WAP
12027161-101002210636,"3300 TRAVIS, HOUSTON TX 77006",HARRIS,C,MIDTOWN,1225110010003,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493T,Midtown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-05 11:10:30,2016-06-08 11:10:29,2016-06-15 16:29:49,7.22,Flooding-101002210636,3117479.19632,13834926.56916,29.74145315,-95.37873396,Voice In
12027288-101002210994,"7515 BELLERIVE, HOUSTON TX 77036",HARRIS,J,SHARPSTOWN,1005610000007,,,,,,530C,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 05:59:03,2016-06-09 05:59:03,2016-06-06 08:39:41,-2.89,Flooding,,,29.71282949,-95.51702936,WEB
12027312-101002211083,"1421 HAMBLEN, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0950990000019,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 07:58:33,2016-06-09 07:58:33,2016-06-07 16:29:42,-1.65,Flooding-101002211083,3159900.84311,13940844.74873,30.02888901,-95.23437821,Voice In
12027323-101002211092,"1411 HAMBLEN, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0950990000020,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:00:48,2016-06-09 08:00:48,2016-06-07 16:29:43,-1.65,Flooding-101002211092,3159682.19591,13940851.374700002,30.02892657,-95.23506813,Voice In
12027327-101002211128,"1331 HICKORY, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0950900000001,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:16:27,2016-06-09 08:16:26,2016-06-07 16:29:43,-1.66,Flooding-101002211128,3159478.11364,13940823.546339998,30.02886815,-95.23571555,Voice In
12027331-101002211137,"1321 HICKORY, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0950900000002,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:18:16,2016-06-09 08:18:15,2016-06-07 16:09:42,-1.67,Flooding-101002211137,3159401.73781,13941019.7182,30.02941406,-95.23593684,Voice In
12027334-101002211149,"1211 HICKORY, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0950900000006,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:23:32,2016-06-09 08:23:31,2016-06-07 16:09:42,-1.68,Flooding-101002211149,3158794.81678,13941448.20848,30.03064539,-95.23781025,Voice In
12027341-101002211169,"1300 CYPRESS, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0950990000010,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:30:02,2016-06-09 08:30:02,2016-06-07 16:09:42,-1.68,Flooding-101002211169,3158977.98439,13941766.30004,30.03150341,-95.23719937,Voice In
12027345-101002211177,"1310 PALMETTO, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0950990000011,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:31:52,2016-06-09 08:31:52,2016-06-07 16:09:42,-1.68,Flooding-101002211177,3159036.8012,13941598.24755,30.03103634,-95.23703067,Voice In
12027346-101002211184,"1320 PALMETTO, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0950990000012,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:33:33,2016-06-09 08:33:32,2016-06-07 16:09:42,-1.68,Flooding-101002211184,3159271.93656,13941530.715859998,30.03082994,-95.23629485,Voice In
12027348-101002211191,"1410 PALMETTO, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0950990000015,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:35:23,2016-06-09 08:35:23,2016-06-07 16:19:43,-1.68,Flooding-101002211191,3159657.89642,13941145.55095,30.02973722,-95.23511496,Voice In
12027351-101002211200,"1318 HAMBLEN, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0942260000022,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:37:08,2016-06-09 08:37:08,2016-06-07 16:19:43,-1.68,Flooding-101002211200,3159351.49086,13940547.37596,30.02812035,-95.23614357,Voice In
12027352-101002211204,"1314 HAMBLEN, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0942260000021,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:38:44,2016-06-09 08:38:43,2016-06-07 16:19:43,-1.68,Flooding-101002211204,3159270.81976,13940549.251619998,30.02813264,-95.23639818,Voice In
12027355-101002211214,"1025 MARINA, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0440350000002,,,,,,336J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 08:40:55,2016-06-09 08:40:55,2016-06-07 16:29:43,-1.67,Flooding-101002211214,3157902.32151,13940029.01348,30.02682385,-95.24077337,Voice In
12027388-101002211342,"1727 SUNRISE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964380000031,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 09:27:07,2016-06-09 09:27:07,2016-06-07 09:39:43,-1.99,Flooding-101002211342,3161890.00678,13939953.233779997,30.02626259,-95.22818633,Voice In
12027390-101002211348,"1742 SUNRISE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964380000026,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 09:28:45,2016-06-09 09:28:44,2016-06-07 11:59:42,-1.9,Flooding-101002211348,3162045.71415,13939714.53544,30.02559276,-95.22771887,Voice In
12027392-101002211352,"1619 SUNRISE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964370000036,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 09:30:16,2016-06-09 09:30:16,2016-06-07 16:19:43,-1.72,Flooding-101002211352,3160983.5496,13939977.09856,30.02640852,-95.23104685,Voice In
12027394-101002211361,"727 RED BUD, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964360000036,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 09:31:57,2016-06-09 09:31:57,2016-06-07 16:24:42,-1.71,Flooding-101002211361,3159801.71732,13939997.25895,30.02656859,-95.23477751,Voice In
12027396-101002211370,"703 RED BUD, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964360000039,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 09:35:06,2016-06-09 09:35:06,2016-06-07 16:24:43,-1.72,Flooding-101002211370,3159623.6455,13939767.748259997,30.02595358,-95.23536327,Voice In
12027397-101002211377,"611 FOREST COVE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940270000034,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 09:36:43,2016-06-09 09:36:43,2016-06-07 16:24:42,-1.72,Flooding-101002211377,3159171.62541,13939832.75108,30.02617222,-95.23678432,Voice In
12027399-101002211384,"1314 MARINA, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0942260000006,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 09:38:04,2016-06-09 09:38:04,2016-06-07 16:24:43,-1.72,Flooding-101002211384,3159138.13532,13940076.59213,30.02684534,-95.23686531,Voice In
12027400-101002211390,"1503 HIDDEN HILL, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964370000051,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 09:39:24,2016-06-09 09:39:24,2016-06-07 12:34:43,-1.88,Flooding-101002211390,3160245.26794,13940346.53516,30.02748925,-95.23334105,Voice In
12027403-101002211397,"1511 HIDDEN HILL, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964370000050,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 09:40:40,2016-06-09 09:40:39,2016-06-07 12:44:42,-1.87,Flooding-101002211397,3160396.74238,13940355.11159,30.02749941,-95.23286176,Voice In
12027405-101002211403,"1519 HIDDEN HILL, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0964370000049,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 09:42:00,2016-06-09 09:42:00,2016-06-07 12:49:44,-1.87,Flooding-101002211403,3160497.67262,13940323.886579998,30.02740466,-95.23254615,Voice In
12027518-101002211885,"10039 CEDARDALE, HOUSTON TX 77055",HARRIS,A,SPRING BRANCH WEST,0890260000008,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,450W,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 12:36:11,2016-06-09 12:36:11,2016-06-10 13:19:45,1.03,Flooding-101002211885,3064966.18488,13850901.56904,29.789734,-95.54265384,Voice In
12027542-101002211967,"2217 KELLEY, HOUSTON TX 77026",HARRIS,H,EASTEX - JENSEN AREA,0700350020008,NE,NE,MONDAY,2nd Friday,MONDAY-B,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 13:13:51,2016-06-09 13:13:50,2016-06-07 09:30:33,-2.16,Flooding-101002211967,3126842.83869,13861453.178179998,29.81356515,-95.34663061,Voice In
101002212068,"7709 LANGLEY, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,0824970000015,NE,NW,TUESDAY,2nd Tuesday,TUESDAY-A,415W,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 13:59:23,2016-06-09 13:59:22,2016-06-06 15:05:56,-2.95,Flooding,,,29.86754956,-95.28912705,Voice In
12027779-101002212808,"3725 DEL MONTE, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0601640830017,,,,,,492N,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-06 20:44:52,2016-06-09 20:44:52,2016-06-07 10:29:43,-2.43,Flooding,,,29.74931859,-95.43803189,WEB
12027955-101002213469,"707 TIMBERLINE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,1059740120001,,,,,,336J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 10:30:09,2016-06-10 10:30:09,2016-06-08 15:54:44,-1.77,Flooding-101002213469,3157336.41024,13939905.57049,30.02653458,-95.24257329,Voice In
12028118-101002214033,"1506 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000002,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:01:49,2016-06-10 14:01:48,2016-06-08 15:59:44,-1.92,Flooding-101002214033,3160237.91789,13938308.83484,30.0218896,-95.23357161,Voice In
12028119-101002214043,"1511 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940290000005,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:05:02,2016-06-10 14:05:02,2016-06-08 16:04:44,-1.92,Flooding-101002214043,3160386.27586,13938548.414739998,30.02253491,-95.23307867,Voice In
12028138-101002214105,"1518 LAKESHORE, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,0940280000005,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,336K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-06-07 14:31:22,2016-06-10 14:31:21,2016-06-08 16:04:44,-1.94,Flooding-101002214105,3160458.25964,13938252.08101,30.02171411,-95.23288149,Voice In
