CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
11552746-101000785040,Intersection 14900 CULLEN BLVD&4300 DAGG RD&4200 FELLOWS RD,Harris County,,,,,,,,,613D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 11:43:51,2012-09-30 11:43:51,2012-09-21 17:05:02,-8.78,Pothole,3127599.38343,13781315.58747,29.59322536,-95.35212716,Voice In
11552747-101000785047,Intersection 3800 ATTUCKS ST&3550 CLEBURNE ST,Harris County,D,GREATER THIRD WARD,,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,533D,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 11:47:35,2012-09-30 11:47:34,2012-09-21 16:45:01,-8.79,Pothole,3125229.65884,13828146.49381,29.72215472,-95.35498819,Voice In
11552757-101000785081,Intersection 2400 HULDY ST&2032 WESTHEIMER RD,Harris County,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 12:08:55,2012-09-30 12:08:55,2012-09-21 08:05:01,-9.17,Pothole,3107644.14086,13835065.24113,29.74266807,-95.40969838,Voice In
11552766-101000785108,Intersection 11300 WESTPARK DR&3800 WILCREST DR,,F,WESTCHASE,,,,,,,529C,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 12:28:37,2012-09-30 12:28:37,2012-09-21 16:05:02,-8.85,Pothole,3056560.20825,13825461.989340002,,,Voice In
11552771-101000785118,"601 CESAR CHAVEZ, HOUSTON TX 77011",HARRIS,I,MAGNOLIA PARK,0391050010001,SE,SE,MONDAY,1st Wednesday,MONDAY-A,494V,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 12:36:38,2012-09-30 12:36:37,2012-09-28 14:45:09,-1.91,Pothole,3140140.42,13835648.86,29.74141926,-95.30740376,Voice In
11552834-101000785335,Intersection 1016 W DALLAS ST&900 VALENTINE ST,Harris County,C,FOURTH WARD,,,,,,,493K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 14:30:40,2012-09-30 14:30:39,2012-09-21 08:25:01,-9.25,Pothole,3117385.22112,13840887.12843,29.75784492,-95.3784484,Voice In
11552853-101000785409,Intersection 10000 BRIARWILD LN&1610 WITTE RD,,A,SPRING BRANCH WEST,,NW,NE,FRIDAY,4th Friday,Friday-a,450S,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 15:08:39,2012-09-30 15:08:39,2012-09-21 14:25:02,-9.03,Pothole,3065619.07924,13854669.21767,,,Voice In
11552857-101000785413,Intersection 1900 GESSNER RD&10036 NEUENS RD,,A,SPRING BRANCH WEST,,NW,NE,FRIDAY,4th Friday,,450S,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 15:11:10,2012-09-30 15:11:10,2012-09-21 14:25:02,-9.03,Pothole,3064002.13432,13856793.98967,,,Voice In
11552859-101000785420,Intersection 2522 ELMEN ST&1734 WESTHEIMER RD,,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,Monday-a,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 15:16:55,2012-09-30 15:16:22,2012-09-21 08:05:01,-9.3,Pothole,3109533.09017,13835155.255379997,,,Voice In
11552862-101000785425,"1840 WESTHEIMER, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0291720070012,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 15:18:30,2012-09-30 15:17:32,2012-09-21 08:05:01,-9.3,Pothole,3108605.98,13835159.3,29.74288017,-95.40670998,Voice In
11552865-101000785431,"7650 CLAREWOOD, HOUSTON TX 77036",HARRIS,J,SHARPSTOWN,0931520000018,,,,,,530G,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 15:22:00,2012-09-30 15:22:00,2012-09-21 16:25:02,-8.96,Pothole,3072914.21,13822176.01,29.71012489,-95.52030128,Voice In
11552870-101000785440,Intersection 500 MILAM ST&800 PRAIRIE ST,,I,DOWNTOWN,,,,,,,493L,Houston Downtown,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 15:30:37,2012-09-30 15:30:37,2012-09-21 15:45:01,-8.99,Pothole,3122031.98446,13842469.870019998,,,Voice In
11552875-101000785448,"6607 SCHAMBRAY, HOUSTON TX 77085",FORT BEND,K,FORT BEND HOUSTON,7150000120502907,SW,SW,FRIDAY,3rd Friday,Friday-A,571S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 15:35:12,2012-09-30 15:35:12,2012-09-21 17:05:01,-8.94,Pothole,3084851.83,13785454.07,29.6082003,-95.48618691,Voice In
11552884-101000785477,"10638 ALMEDA GENOA, HOUSTON TX 77034",HARRIS,E,SOUTH BELT / ELLINGTON,0031410070001,,,,,,576P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 15:50:07,2012-09-30 15:50:07,2012-09-21 17:05:02,-8.95,Pothole,3168341.17,13795013.36,,,Voice In
11552886-101000785482,"6102 CAVALIER, HOUSTON TX 77087",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0680490110008,SE,SE,TUESDAY,3rd Monday,TUESDAY-A,534Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 15:54:00,2012-09-30 15:54:00,2012-09-27 15:45:10,-3.01,Pothole,3136371.74,13815250.02,29.68574691,-95.32117894,Voice In
11552889-101000785489,Intersection 6200 CAVALIER ST&5500 MAUDLIN ST,Harris County,I,GOLFCREST / BELLFORT / REVEILLE,,SE,SE,TUESDAY,3rd Monday,TUESDAY-A,534Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 15:56:46,2012-09-30 15:56:46,2012-09-27 16:05:10,-2.99,Pothole,3138094.30831,13815389.00292,29.68597982,-95.31574262,Voice In
11552921-101000785581,Intersection 1800 CROCKETT ST&1800 SABINE ST,Harris County,H,WASHINGTON AVENUE COALITION / MEMORIAL P,,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 17:08:14,2012-09-30 17:08:14,2012-09-26 15:25:11,-4.07,Pothole,3118021.94918,13846675.40393,29.77370082,-95.37587734,Voice In
11552928-101000785605,Intersection 5100 S BRAESWOOD BLVD&9500 S RICE AVE,,C,MEYERLAND AREA,,,,,,,531U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 17:27:45,2012-09-30 17:27:45,2012-09-21 16:25:02,-9.04,Pothole,3089958.26154,13811067.46727,,,Voice In
11552934-101000785619,"6977 MAIN, HOUSTON TX 77030",HARRIS,K,MEDICAL CENTER AREA,1078310010001,,,,,,532H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 17:42:19,2012-09-30 17:42:19,2012-09-21 16:25:02,-9.05,Pothole,,,29.70452876,-95.40589979,WEB
11552941-101000785635,Intersection 8450 ACADEMY ST&4100 N BRAESWOOD BLVD,Harris County,C,BRAESWOOD,,,,,,,532N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 17:57:31,2012-09-30 17:57:31,2012-09-27 15:25:11,-3.11,Pothole,,,29.6910592,-95.44314566,WEB
11552968-101000785697,"12507 WESTELLA, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1021150000010,,,,,,488R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 19:21:24,2012-09-30 19:21:24,2012-09-27 15:05:10,-3.18,Pothole,,,29.7492323,-95.6032061,WEB
11552979-101000785734,"3702 HASTINGS, HOUSTON TX 77017",HARRIS,I,PARK PLACE,0283390000009,SE,SE,MONDAY,1st Tuesday,MONDAY-B,535P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-20 21:51:42,2012-09-30 21:51:42,2012-09-28 15:05:08,-2.28,Pothole,3150984.28,13816906.75,29.68902893,-95.2750139,Voice In
11552999-101000785818,"3619 OLD SPANISH TRAIL, HOUSTON TX 77021",HARRIS,D,MACGREGOR,0450640000364,SE,SW,TUESDAY,3rd Thursday,TUESDAY-A,533L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 06:35:52,2012-10-01 06:35:52,2012-09-27 15:25:10,-3.63,Pothole,3122968.76,13820892.94,29.70241035,-95.36281862,Voice In
11553015-101000785903,Intersection 2100 HOLMES RD&9400 KNIGHT RD,,K,CENTRAL SOUTHWEST,,,,,,,532Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 08:07:39,2012-10-01 08:07:38,2012-09-27 15:25:10,-3.7,Pothole,3111636.24705,13808583.66319,,,Voice In
11553035-101000785953,Intersection 6500 MCHARD RD&16800 S POST OAK RD,,,,,,,,,,611F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 08:41:05,2012-10-01 08:41:05,2012-09-28 15:05:08,-2.73,Pothole,3089946.34194,13775649.09487,,,Voice In
11553049-101000785980,Intersection 4000 RICHMOND AVE&3700 WESLAYAN ST,,C,GREENWAY / UPPER KIRBY AREA,,NW,NE,MONDAY,4th Wednesday,,492W,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 08:59:41,2012-10-01 08:59:41,2012-09-26 15:25:10,-4.73,Pothole,,,,,WEB
11553100-101000786130,"7601 ST LO, HOUSTON TX 77033",HARRIS,D,SOUTH PARK,0762200040001,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,534S,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 10:35:23,2012-10-01 10:35:22,2012-09-27 16:05:10,-3.77,Pothole,3130880.95,13810474.45,29.67309399,-95.33893449,Voice In
11553105-101000786142,"2071 WESTHEIMER, HOUSTON TX 77098",HARRIS,C,NEARTOWN - MONTROSE,1254860010001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492U,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 10:41:17,2012-10-01 10:41:17,2012-09-26 15:05:10,-4.82,Pothole,,,29.74222369,-95.41035189,WEB
11553162-101000786268,Intersection 0 CRESTMONT ST&0 S LOOP FWY E,Harris County,D,OST / SOUTH UNION,,,,,,,534P,Greater Southeast,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 11:58:30,2012-10-01 11:58:30,2012-09-27 16:05:10,-3.83,Pothole,3132806.13319,13816391.94252,,,Voice In
11553206-101000786414,Intersection 5400 JESSAMINE ST&7200 MAPLERIDGE ST,,J,GULFTON,,,,,,,531K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 13:35:28,2012-10-01 13:35:28,2012-09-27 16:05:11,-3.9,Pothole,3087656.0647,13819654.84511,,,Voice In
11553254-101000786559,"6401 KNOX, HOUSTON TX 77091",HARRIS,B,ACRES HOME,0162780020047,NW,NE,TUESDAY,4th Tuesday,TUESDAY-B,412Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 15:21:05,2012-10-01 15:21:05,2012-09-28 15:45:09,-2.98,Pothole,3101908.88,13876350.37,29.85663105,-95.42378553,Voice In
11553258-101000786574,"1800 WILBURFORCE, HOUSTON TX 77091",HARRIS,B,ACRES HOME,0410660000205,NW,NW,TUESDAY,4th Tuesday,TUESDAY-B,412W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 15:26:56,2012-10-01 15:26:56,2012-09-28 15:45:08,-2.99,Pothole,3096776.27,13876991.14,29.85882287,-95.43990879,Voice In
11553320-101000786719,Intersection 2600 S SHEPHERD DR&2100 WESTHEIMER RD,,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,Monday-b,492U,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 16:52:05,2012-10-01 16:52:05,2012-09-26 15:25:10,-5.06,Pothole,3107318.40529,13835024.020739997,,,Voice In
11553337-101000786768,"9630 CLAREWOOD, HOUSTON TX 77036",HARRIS,F,SHARPSTOWN,1337450010001,,,,,,529H,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 17:32:53,2012-10-01 17:32:53,2012-09-28 14:45:09,-3.12,Pothole,3063360.57,13820955.66,29.70754854,-95.55049796,Voice In
11553347-101000786797,Intersection 11500 RICHMOND AVE&3100 WOODLAND PARK DR,,F,WESTCHASE,,,,,,,489X,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 18:23:35,2012-10-01 18:23:35,2012-09-26 15:05:11,-5.14,Pothole,3053694.32225,13828109.87249,,,Voice In
11553349-101000786808,Intersection 10400 RICHMOND AVE&3300 W SAM HOUSTON PKWY S,,F,WESTCHASE,,,,,,,489Z,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-21 18:43:43,2012-10-01 18:43:42,2012-09-26 15:05:11,-5.15,Pothole,3060760.85602,13828184.01112,,,Voice In
11553375-101000786887,Intersection 11800 FONDREN RD&7500 LUDINGTON DR,,K,BRAYS OAKS,,,SW,,3rd Thursday,Thursday-a,570C,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-22 08:40:41,2012-10-02 08:40:40,2012-09-28 14:45:09,-3.75,Pothole,3077333.72937,13800990.65967,,,Voice In
11553378-101000786890,Intersection 5800 BELLFORT ST&8100 SOUTHBANK TER,,D,SOUTH PARK,,SE,SE,FRIDAY,4th Wednesday,,534X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-22 08:48:22,2012-10-02 08:48:22,2012-09-27 16:05:09,-4.7,Pothole,3132922.82751,13808112.49681,,,Voice In
11553429-101000786974,"2001 COCHRAN, HOUSTON TX 77009",HARRIS,H,NORTHSIDE VILLAGE,0032110000008,NE,,FRIDAY,4th Friday,,493H,Greater Northside,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-22 11:19:34,2012-10-02 11:19:34,2012-09-26 15:25:11,-5.83,Pothole,3124206.9,13849060.33,,,Voice In
11553437-101000786984,"6608 LAREDO, HOUSTON TX 77020",HARRIS,H,DENVER HARBOR / PORT HOUSTON,0160410490009,NE,NE,FRIDAY,1st Tuesday,FRIDAY-B,494D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-22 11:41:25,2012-10-02 11:41:25,2012-09-26 15:45:09,-5.83,Pothole,3140708.43,13849906.89,29.78063091,-95.30407849,Voice In
11553489-101000787081,"1416 W 15TH, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,1397460010001,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,452Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-22 15:35:39,2012-10-02 15:35:39,2012-09-27 14:45:09,-5.04,Pothole,3106505.1,13855020.36,29.79772477,-95.41132117,Voice In
11553493-101000787098,"1420 W 15TH, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,0391180000596,NW,SW,THURSDAY,3rd Wednesday,Thursday-b,452Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-22 16:03:15,2012-10-02 16:03:14,2012-09-27 14:45:11,-5.05,Pothole,,,,,WEB
11553642-101000787374,"604 LITTLE JOHN, HOUSTON TX 77024",HARRIS,G,GREATER UPTOWN,0720650000014,,,,,,491F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-23 18:13:15,2012-10-03 18:13:14,2012-09-26 15:05:11,-7.13,Pothole,3086809.14,13847176.67,29.77770207,-95.47417458,Voice In
11553656-101000787396,"4081 BELLFORT, HOUSTON TX 77025",HARRIS,K,WILLOW MEADOWS / WILLOWBEND AREA,0805800000027,,,,,,532S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-23 19:51:02,2012-10-03 19:51:01,2012-09-27 15:25:10,-6.18,Pothole,3097573.6,13809408.26,29.67298913,-95.44387665,Voice In
11553686-101000787473,"3126 ASHTON PARK, HOUSTON TX 77082",HARRIS,F,ELDRIDGE / WEST OAKS,1131040000025,,,,,,488Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 07:31:05,2012-10-04 07:31:05,2012-09-26 14:45:09,-7.7,Pothole,3044826.19,13828651.95,29.73019519,-95.60815689,Voice In
11553699-101000787517,Intersection 10520 W BELLFORT ST&0 SOUTHWEST FWY,,K,BRAYS OAKS,,,,,,,569C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 08:05:48,2012-10-04 08:05:48,2012-09-28 14:45:09,-5.72,Pothole,3059259.69236,13801274.71881,,,Voice In
11553725-101000787589,"4203 RICHMOND, HOUSTON TX 77027",HARRIS,G,GREENWAY / UPPER KIRBY AREA,1252600010001,,,,,,492W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 08:44:37,2012-10-04 08:44:37,2012-09-26 15:25:10,-7.72,Pothole,,,29.73224175,-95.44479318,WEB
11553731-101000787603,Intersection 7500 LONGVIEW ST&2300 N WAYSIDE DR,Harris County,H,DENVER HARBOR / PORT HOUSTON,,,NE,,1st Tuesday,FRIDAY-B,495A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 08:49:44,2012-10-04 08:49:44,2012-09-26 16:05:10,-7.7,Pothole,3144579.84061,13851611.36683,29.7849789,-95.29170991,Voice In
11553765-101000787694,Intersection 4400 KINGWOOD DR&3000 W LAKE HOUSTON PKWY,,E,KINGWOOD AREA,,,,,,,337B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 09:37:39,2012-10-04 09:37:39,2012-09-26 08:05:08,-8.06,Pothole,3175434.59911,13949039.24251,,,Voice In
11553835-101000787896,Intersection 5800 HARDY TOLL TWY&0 N IH 610 LOOP E,,H,EASTEX - JENSEN AREA,,NE,NE,MONDAY,2nd Friday,,454S,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 11:16:51,2012-10-04 11:16:51,2012-09-28 15:45:09,-5.81,Pothole,,,,,WEB
11553866-101000787968,Intersection 474 PENCE RD&15200 TRESCH LN,Harris County,E,CLEAR LAKE,,,,,,,617R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 11:53:21,2012-10-04 11:53:21,2012-09-28 15:45:09,-5.84,Pothole,3192202.0623,13772555.50919,29.56345202,-95.14986241,Voice In
11553867-101000787971,Intersection 11900 ASTORIA BLVD&11850 HIGHLAND MEADOW DR,,D,SOUTH BELT / ELLINGTON,,,,,,,616H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 11:55:29,2012-10-04 11:55:29,2012-09-26 08:05:08,-8.16,Pothole,3173708.58551,13779806.798819998,29.58504497,-95.20726777,Voice In
11553894-101000788064,Intersection 8600 AIRPORT BLVD&7800 MONROE RD,,I,GREATER HOBBY AREA,,,,,,,575C,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 12:45:28,2012-10-04 12:45:28,2012-09-28 15:05:08,-5.9,Pothole,3154877.18682,13804874.549539998,,,Voice In
11553900-101000788078,Intersection 8300 AIRPORT BLVD&8926 RUTHBY,Harris County,I,GOLFCREST / BELLFORT / REVEILLE,,SE,,TUESDAY,,,575C,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 12:52:45,2012-10-04 12:52:45,2012-09-28 15:05:08,-5.91,Pothole,3153061.58152,13805704.05477,29.65805432,-95.26959982,Voice In
11553935-101000788192,Intersection 10900 BELLAIRE BLVD&6800 WILCREST DR,,F,ALIEF,,,,,,,529G,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 13:49:56,2012-10-04 13:49:56,2012-09-27 15:25:10,-6.93,Pothole,3056826.27793,13819445.63457,,,Voice In
11553938-101000788196,Intersection 11300 WESTPARK DR&3800 WILCREST DR,,F,WESTCHASE,,,,,,,529C,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 13:53:29,2012-10-04 13:53:29,2012-09-26 08:05:08,-8.24,Pothole,3056560.20825,13825461.989340002,,,Voice In
11553948-101000788223,Intersection 2400 W HOLCOMBE BLVD&6800 MORNINGSIDE DR,,C,UNIVERSITY PLACE,,SW,SW,TUESDAY,3rd Monday,Tuesday-b,532G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 14:07:33,2012-10-04 14:07:33,2012-09-27 15:25:11,-6.95,Pothole,3106441.54287,13821754.086979998,,,Voice In
11553951-101000788237,"6422 LONG, HOUSTON TX 77087",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0590570000040,SE,SE,TUESDAY,3rd Monday,TUESDAY-A,534Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 14:15:49,2012-10-04 14:15:49,2012-09-28 15:45:09,-5.94,Pothole,,,29.6888637,-95.31216476,WEB
11553960-101000788262,Intersection 11300 WESTPARK DR&3800 WILCREST DR,,F,WESTCHASE,,,,,,,529C,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 14:24:42,2012-10-04 14:24:42,2012-09-26 16:05:10,-7.93,Pothole,3056560.20825,13825461.989340002,,,Voice In
11553963-101000788266,Intersection 3200 BELLAIRE BLVD&6800 BUFFALO SPEEDWAY&3100 W HOLCOMBE BLVD,,C,BRAESWOOD,,,,,,,532F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 14:27:02,2012-10-04 14:27:01,2012-09-26 16:05:10,-7.93,Pothole,3102419.18215,13821598.99641,,,Voice In
11553978-101000788300,"11011 RENWICK, HOUSTON TX 77096",HARRIS,K,WESTBURY,0881020100008,SW,SE,THURSDAY,2nd Thursday,THURSDAY-A,531X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 14:41:22,2012-10-04 14:41:22,2012-09-27 16:25:08,-6.93,Pothole,3085347.47,13804356.34,29.66011894,-95.48283905,Voice In
11553985-101000788317,Intersection 3700 BUFFALO SPEEDWAY&3800 BUFFALO SPEEDWAY AVE&3100 DANVILLE,,C,GREENWAY / UPPER KIRBY AREA,,,,,,,492X,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 14:51:50,2012-10-04 14:51:50,2012-09-28 14:25:08,-6.02,Pothole,3101863.74396,13830579.06277,,,Voice In
11554017-101000788446,Intersection 11900 ASTORIA BLVD&11850 HIGHLAND MEADOW DR,,D,SOUTH BELT / ELLINGTON,,,,,,,616H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 15:59:27,2012-10-04 15:59:26,2012-09-28 15:45:09,-6.01,Pothole,,,29.58504497,-95.20726777,WEB
11554044-101000788568,Intersection 11942 ALDINE WESTFIELD RD&2000 BERTRAND ST,Harris County,B,,,,,,,,413R,Aldine PID,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 17:06:39,2012-10-04 17:06:39,2012-09-28 16:05:09,-6.04,Pothole,,,29.88661474,-95.35499577,WEB
11554102-101000788719,Intersection 3200 BELLAIRE BLVD&6800 BUFFALO SPEEDWAY&3100 W HOLCOMBE BLVD,,C,BRAESWOOD,,,,,,,532F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 20:20:51,2012-10-04 20:20:51,2012-09-26 08:05:08,-8.51,Pothole,3102419.18215,13821598.99641,,,Voice In
11554108-101000788734,Intersection 1900 EL DORADO BLVD&15600 SPACE CENTER BLVD,,E,CLEAR LAKE,,,,,,,618F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 21:29:33,2012-10-04 21:29:33,2012-09-28 15:05:08,-6.27,Pothole,,,,,WEB
11554111-101000788738,"1834 WESTHEIMER, HOUSTON TX 77019",HARRIS,C,NEARTOWN - MONTROSE,0291720080013,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-24 22:16:56,2012-10-04 22:16:56,2012-09-26 15:25:11,-8.29,Pothole,,,29.74284564,-95.4061553,WEB
11554128-101000788829,Intersection 4400 KINGWOOD DR&3000 W LAKE HOUSTON PKWY,,E,KINGWOOD AREA,,,,,,,337B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-25 08:01:50,2012-10-05 08:01:50,2012-09-28 08:05:08,-7.0,Pothole,3175434.59911,13949039.24251,,,Voice In
11554141-101000788870,"3818 BUTE, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0082690000007,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493T,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-09-25 08:24:37,2012-10-05 08:24:37,2012-09-26 15:45:09,-8.69,Pothole,3115645.23,13833758.04,29.73839723,-95.38462424,Voice In
