,CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
274762,12287211-101003178425,"7827 SMALL LEAF, HOUSTON TX 77063",HARRIS,F,MID WEST,0893130000010,,,,,,490Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:18:56,2018-09-11 10:18:56,2018-09-25 13:19:29,14.13,Pothole - 306565,-95.50774,29.72953,29.72924556,-95.50789156,WAP
274792,12287216-101003178455,"3306 LONGFIELD, HOUSTON TX 77063",HARRIS,F,MID WEST,0893020000021,,,,,,490Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:19:44,2018-09-11 10:19:44,2018-09-27 12:49:30,16.1,Pothole - 306566,-95.50563,29.73031,29.73005554,-95.5056919,WAP
274799,12287219-101003178462,"7720 FM 1960, HOUSTON TX 77346",HARRIS,E,,1163770020001,,,,,,337Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:19:52,2018-09-11 10:19:52,2018-09-10 13:39:23,-0.86,Pothole - 306691,-95.15929,29.99928,29.99915639,-95.15868262,WAP
274816,12287225-101003178479,"3217 CRAWFORD, HOUSTON TX 77004",HARRIS,D,MIDTOWN,0191750000014,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493U,Midtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:20:13,2018-09-11 10:20:13,2018-09-10 13:43:07,-0.86,Pothole - 306722,-95.37224,29.73795,29.73787017,-95.37219282,WAP
274839,12287228-101003178503,"1415 SHANNON VALLEY, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,0992530000138,,,,,,488R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:20:41,2018-09-11 10:20:41,2018-09-10 13:43:06,-0.86,Pothole - 306772,-95.59836,29.7533,29.75347211,-95.59808958,WAP
274842,12287230-101003178506,"12402 WESTELLA, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1021170000001,,,,,,488R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:20:45,2018-09-11 10:20:45,2018-09-10 13:43:06,-0.86,Pothole - 306775,-95.60139,29.75036,29.75048721,-95.60170041,WAP
274843,12287231-101003178507,"12383 WESTELLA, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1010120000001,,,,,,488R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:20:45,2018-09-11 10:20:45,2018-09-10 13:46:07,-0.86,Pothole - 306776,-95.60133,29.75028,29.75019283,-95.60104245,WAP
274887,12287238-101003178551,"6800 GULF, HOUSTON TX 77087",HARRIS,I,GULFGATE RIVERVIEW / PINE VALLEY,0410300000617,,,,,,535J,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:21:40,2018-09-11 10:21:40,2018-09-10 16:14:33,-0.75,Pothole - 306871,-95.29729,29.70285,29.70222024,-95.29701136,WAP
274896,12287240-101003178560,"9350 COUNTRY CREEK, HOUSTON TX 77036",HARRIS,J,WESTWOOD,1146020010007,,,,,,529V,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:21:51,2018-09-11 10:21:51,2018-09-10 13:46:08,-0.86,Pothole - 306887,-95.54951,29.67811,29.67870237,-95.55056084,WAP
274910,12287245-101003178574,"3296 DUNVALE, HOUSTON TX 77063",,F,MID WEST,,,,,,,490Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:22:06,2018-09-11 10:22:06,2018-09-10 13:22:25,-0.87,Pothole - 306923,-95.51354,29.7296,29.72952214,-95.51415659,WAP
274929,12287248-101003178594,"602 AUGUSTA, HOUSTON TX 77057",HARRIS,G,GREATER UPTOWN,1100600000004,,,,,,491K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:22:38,2018-09-11 10:22:38,2018-09-10 14:29:35,-0.83,Pothole - 306977,-95.48285,29.7601,29.75980303,-95.48303409,WAP
274931,12287249-101003178596,"10811 RICHMOND, HOUSTON TX 77072",HARRIS,F,WESTCHASE,1147950050005,,,,,,489Y,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:22:40,2018-09-11 10:22:40,2018-09-10 13:11:25,-0.88,Pothole - 306981,-95.5678,29.72738,29.72724826,-95.5666549,WAP
274932,12287249-101003178597,"10811 RICHMOND, HOUSTON TX 77072",HARRIS,F,WESTCHASE,1147950010009,,,,,,489Y,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:22:40,2018-09-11 10:22:40,2018-09-10 01:24:49,-1.37,Pothole - 306982,-95.5678,29.72738,29.72746731,-95.56748098,WAP
274935,12287252-101003178600,"1503 W 21ST, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,0561660000291,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:22:46,2018-09-11 10:22:45,2018-09-10 13:39:24,-0.86,Pothole - 306987,-95.40703,29.80488,29.80504159,-95.42594862,WAP
274936,12287253-101003178601,"503 W 21ST, HOUSTON TX 77008",HARRIS,C,GREATER HEIGHTS,1325220010001,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,452V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:22:46,2018-09-11 10:22:46,2018-09-10 13:39:24,-0.86,Pothole - 306986,-95.40699,29.80485,29.80515099,-95.40700917,WAP
274939,12287254-101003178605,"4601 HERSHE, HOUSTON TX 77020",HARRIS,B,GREATER FIFTH WARD,0041120000010,NE,NE,FRIDAY,1st Thursday,FRIDAY-B,494F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:22:50,2018-09-11 10:22:50,2018-09-26 08:39:29,14.93,Pothole - 306993,-95.32371,29.77782,29.77787784,-95.3236866,WAP
274951,12287256-101003178616,"14406 HEMPSTEAD, HOUSTON TX 77040",HARRIS,A,FAIRBANKS / NORTHWEST CROSSING,0131810000066,,,,,,410W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:23:07,2018-09-11 10:23:07,2018-09-10 13:43:06,-0.86,Pothole - 307005,-95.53867,29.85802,29.85803289,-95.53795307,WAP
274962,12287262-101003178628,"2201 RICHMOND, HOUSTON TX 77098",,C,GREENWAY / UPPER KIRBY AREA,,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:23:22,2018-09-11 10:23:22,2018-09-10 13:43:07,-0.86,Pothole - 307030,-95.41286,29.73415,29.73409563,-95.41299064,WAP
274965,12287263-101003178630,"2207 RICHMOND, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,1164290000001,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:23:24,2018-09-11 10:23:24,2018-09-10 13:43:07,-0.86,Pothole - 307032,-95.41325,29.73414,29.73392683,-95.41326257,WAP
274966,12287264-101003178631,"1401 RICHMOND, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,1217120010001,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493W,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:23:26,2018-09-11 10:23:26,2018-09-10 13:39:23,-0.86,Pothole - 307033,-95.39653,29.73435,29.73416551,-95.39674887,WAP
274969,12287266-101003178634,"1657 W MAIN, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0522640000015,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:23:29,2018-09-11 10:23:29,2018-09-10 13:39:22,-0.86,Pothole - 307037,-95.40194,29.73596,29.73581871,-95.40176313,WAP
274970,12287267-101003178635,"4111 DUNLAVY, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0522640000016,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492Z,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:23:30,2018-09-11 10:23:30,2018-09-10 13:43:07,-0.86,Pothole - 307038,-95.40192,29.73568,29.73553672,-95.4018096,WAP
274974,12287271-101003178639,"1403 HICKORY, HOUSTON TX 77007",HARRIS,H,WASHINGTON AVENUE COALITION / MEMORIAL P,1364680010006,NW,NW,MONDAY,1st Wednesday,MONDAY-A,493G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:23:35,2018-09-11 10:23:35,2018-09-10 14:24:36,-0.83,Pothole - 307043,-95.37119,29.77079,29.77092393,-95.37133297,WAP
274986,12287276-101003178651,"1808 SCOTT, HOUSTON TX 77003",HARRIS,I,GREATER EASTWOOD,0160240000007,SE,SE,MONDAY,1st Friday,MONDAY-A,494S,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:23:51,2018-09-11 10:23:51,2018-09-10 13:22:21,-0.88,Pothole - 307082,-95.34654,29.73767,29.73772927,-95.34670909,WAP
274987,12287277-101003178653,"5850 SAN FELIPE, HOUSTON TX 77057",HARRIS,G,GREATER UPTOWN,0690910000034,,,,,,491P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:23:53,2018-09-11 10:23:53,2018-09-10 13:22:25,-0.88,Pothole - 307088,-95.48263,29.75028,29.75074467,-95.48307039,WAP
274992,12287278-101003178657,"5802 AUGUSTA, HOUSTON TX 77057",HARRIS,G,GREATER UPTOWN,1177970010001,,,,,,491P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 01:23:57,2018-09-11 10:23:57,2018-09-10 13:43:07,-0.86,Pothole - 307095,-95.48263,29.75311,29.75306298,-95.48289695,WAP
275223,12287341-101003178898,Intersection 2600 KARBACH ST&4800 RAMUS ST,,A,SPRING BRANCH EAST,,NW,NE,FRIDAY,4th Thursday,,451U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 08:52:55,2018-09-12 08:52:54,2018-09-11 13:54:34,-0.79,Pothole-101003178898,3090518.43364,13859264.17764,,,Voice In
275401,12287394-101003179092,"12203 HUNTINGTON VENTURE, HOUSTON TX 77099",HARRIS,F,ALIEF,1067990000001,SW,SW,MONDAY,1st Tuesday,MONDAY-B,528Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 10:04:33,2018-09-12 10:04:33,2018-09-11 11:34:34,-0.94,Pothole-101003179092,3048431.57753,13804988.50863,29.66485899,-95.59896954,Voice In
275418,12287399-101003179112,Intersection 9750 CLAREWOOD DR&6500 SOVEREIGN DR,Harris County,F,SHARPSTOWN,,,,,,,529H,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 10:11:28,2018-09-12 10:10:00,2018-09-11 10:24:34,-0.99,Pothole-101003179112,3062343.09039,13820774.98624,29.70713438,-95.55371857,e-mail In
275433,12287402-101003179128,"3501 DREYFUS, HOUSTON TX 77021",HARRIS,D,GREATER OST / SOUTH UNION,0741520940007,SE,SW,TUESDAY,3rd Tuesday,TUESDAY-A,533P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 10:16:35,2018-09-12 10:16:35,2018-09-11 08:34:35,-1.07,Pothole-101003179128,3119959.40068,13816235.697420003,29.68986583,-95.37274852,Voice In
275456,12287406-101003179152,"1600 MARSHALL, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0522230000011,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 10:23:58,2018-09-12 10:23:58,2018-09-11 09:49:35,-1.02,Pothole-101003179152,3110903.09399,13834120.67248,29.73979624,-95.39952506,Voice In
275462,12287408-101003179159,Intersection 6116 BERENDO ST&4252 BETHEL BLVD,Harris County,C,CENTRAL NORTHWEST,,NW,NW,THURSDAY,4th Tuesday,THURSDAY-B,451K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 10:29:00,2018-09-12 10:29:00,2018-09-11 14:44:34,-0.82,Pothole-101003179159,3084168.52312,13866757.27125,29.83174244,-95.48063774,Voice In
275662,12287466-101003179373,Intersection 13400 ELLA BLVD&1200 GEARS RD&1100 W GREENS RD,Harris County,B,GREATER GREENSPOINT,,,,,,,372P,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 12:05:54,2018-09-12 12:05:54,2018-09-24 15:19:29,12.13,Pothole-101003179373,3097852.35631,13908792.42077,29.9461421,-95.43345632,Voice In
276184,12287599-101003179972,Intersection 1000 HAWTHORNE ST&3400 MONTROSE BLVD,,C,NEARTOWN - MONTROSE,,,,,,,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 16:25:24,2018-09-12 16:25:24,2018-09-24 14:49:29,11.93,Pothole,,,,,WEB
276210,12287605-101003180010,"2907 ELLA LEE, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0641720010002,,,,,,492U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 16:41:36,2018-09-12 16:41:35,2018-09-11 10:39:34,-1.25,Pothole,,,29.74540287,-95.41931171,Unknown
276252,12287622-101003180073,"1607 PEDEN, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0522760000009,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 17:02:55,2018-09-13 08:00:00,2018-09-11 11:14:34,-1.86,Pothole,,,29.7522721,-95.40266982,WEB
276269,12287628-101003180100,"2606 MAXROY, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,1261020010002,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,492B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 17:14:23,2018-09-13 08:00:00,2018-09-11 12:59:34,-1.79,Pothole-101003180100,3100438.64773,13849191.33591,29.78210312,-95.43103594,Voice In
276305,12287637-101003180148,Intersection 1260 FINNIGAN DR&5200 SAN JUAN ST,Harris County,B,GREATER FIFTH WARD,,NE,NW,FRIDAY,1st Thursday,FRIDAY-B,494G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 17:32:46,2018-09-13 08:00:00,2018-09-11 13:14:34,-1.78,Pothole-101003180148,3136015.93025,13846531.77627,29.77176089,-95.31919874,Voice In
276449,12285664-101003180322,"5014 OATES, HOUSTON TX 77013",HARRIS,I,EL DORADO / OATES PRAIRIE,0731830000166,NE,NE,THURSDAY,1st Monday,THURSDAY-A,456S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-10 20:09:27,2018-09-13 08:00:00,2018-09-10 20:09:38,-2.49,Pothole,,,29.80993096,-95.24011102,WEB
276803,12287773-101003180688,"10850 BELLAIRE, HOUSTON TX 77072",HARRIS,F,ALIEF,0111370000126,,,,,,529G,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-11 09:21:57,2018-09-13 09:21:57,2018-09-11 10:59:34,-1.93,Pothole,,,29.70422051,-95.57086678,WEB
276886,12287804-101003180774,Intersection 10200 FRIENDLY RD&4100 WILEY RD&10300 WILLIE ST,,H,EASTEX - JENSEN AREA,,NE,NE,TUESDAY,2nd Thursday,,414X,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-11 09:58:08,2018-09-13 09:58:08,2018-09-11 14:24:34,-1.81,Pothole-101003180774,3132360.54189,13878797.19435,,,Voice In
277417,12287941-101003181355,"607 CORDELL, HOUSTON TX 77009",HARRIS,H,GREATER HEIGHTS,0331280860010,NW,NW,THURSDAY,1st Friday,THURSDAY-A,453X,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-11 14:13:24,2018-09-13 14:13:24,2018-09-12 08:54:34,-1.22,Pothole-101003181355,3118076.8198,13855050.272019997,29.79671587,-95.37488629,Voice In
277447,12287945-101003181399,Intersection 800 N ELDRIDGE PKWY&15100 MEMORIAL DR,,G,MEMORIAL,,,,,,,488C,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-11 14:30:58,2018-09-13 14:30:58,2018-09-12 12:24:36,-1.09,Pothole,,,,,WEB
277480,12287957-101003181437,Intersection 8000 LENORE ST&8434 WINKLER DR,Harris County,I,MEADOWBROOK / ALLENDALE,,,,,,,535U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-11 14:51:25,2018-09-13 14:51:25,2018-09-12 12:44:35,-1.09,Pothole-101003181437,3154230.16285,13811956.93531,29.6751389,-95.26529363,Voice In
277654,12287999-101003181627,Intersection 11200 BELLAIRE BLVD&6800 BOONE RD,Harris County,F,ALIEF,,,,,,,529F,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-11 16:17:41,2018-09-13 16:17:41,2018-09-12 10:49:35,-1.23,Pothole-101003181627,3055505.05846,13819384.73443,29.70386509,-95.57537847,Voice In
278029,12288079-101003182035,"8203 W SAM HOUSTON S, HOUSTON TX 77099",,J,WESTWOOD,,,,,,,529R,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:04:39,2018-09-13 11:04:38,2018-09-12 10:34:35,-1.02,Pothole - 307197,-95.55705,29.68878,29.68878133,-95.55723521,WAP
278066,12288085-101003182073,"15723 MORALES, HOUSTON TX 77032",HARRIS,B,IAH / AIRPORT AREA,0670910010026,,,,,,374N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:05:24,2018-09-13 11:05:24,2018-09-12 13:34:36,-0.9,Pothole - 307261,-95.34575,29.94603,29.94714648,-95.34620936,WAP
278120,12288092-101003182127,"2201 RICHMOND, HOUSTON TX 77098",,C,GREENWAY / UPPER KIRBY AREA,,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:06:30,2018-09-13 11:06:30,2018-09-12 09:39:35,-1.06,Pothole - 307356,-95.41289,29.73416,29.73409563,-95.41299064,WAP
278123,12288095-101003182131,"2205 RICHMOND, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,1164290000001,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:06:34,2018-09-13 11:06:34,2018-09-12 09:24:35,-1.07,Pothole - 307365,-95.41323,29.73388,29.7338817,-95.41322964,WAP
278127,12288096-101003182134,"3740 GREENBRIAR, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0740510000002,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:06:39,2018-09-13 11:06:38,2018-09-12 10:44:35,-1.02,Pothole - 307370,-95.41388,29.7327,29.73274,-95.41376467,WAP
278131,12288097-101003182139,"4698 BEECHNUT, HOUSTON TX 77025",HARRIS,C,MEYERLAND AREA,0440360000022,,,,,,531R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:06:44,2018-09-13 11:06:44,2018-09-12 09:34:35,-1.06,Pothole - 307373,-95.4584,29.68942,29.68940748,-95.45837415,WAP
278134,12288098-101003182140,"2211 NORFOLK, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0740510000004,,,,,,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:06:46,2018-09-13 11:06:46,2018-09-12 10:09:35,-1.04,Pothole - 307375,-95.41335,29.73213,29.73221996,-95.41344346,WAP
278136,12288101-101003182143,"3745 GREENBRIAR, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0441810000095,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Y,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:06:49,2018-09-13 11:06:48,2018-09-12 09:54:35,-1.05,Pothole - 307379,-95.41272,29.73278,29.73274527,-95.41263322,WAP
278167,12288105-101003182174,"1658 W MAIN, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0522630000011,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:07:33,2018-09-13 11:07:33,2018-09-12 10:34:36,-1.02,Pothole - 307465,-95.40191,29.73608,29.73632712,-95.40177671,WAP
278213,12288115-101003182221,"2003 KIRBY, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0410170070027,,,,,,492Q,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:08:26,2018-09-13 11:08:26,2018-09-12 08:09:34,-1.12,Pothole - 307574,-95.4188,29.74747,29.74784106,-95.41847123,WAP
278217,12288118-101003182224,"3520 BELLAIRE, WEST UNIVERSITY PL TX 77005",HARRIS,,,0660120010003,,,,,,532F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:08:33,2018-09-13 11:08:33,2018-09-12 09:44:35,-1.06,Pothole - 307581,-95.43202,29.70611,29.7063461,-95.43190712,WAP
278221,12288119-101003182229,"2525 DUNLAVY, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0180490000005,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:08:38,2018-09-13 11:08:38,2018-09-12 09:49:35,-1.05,Pothole - 307597,-95.40214,29.74277,29.74286777,-95.4020001,WAP
278227,12288097-101003182236,"4698 BEECHNUT, HOUSTON TX 77025",HARRIS,C,MEYERLAND AREA,0440360000022,,,,,,531R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:08:48,2018-09-13 11:08:48,2018-09-12 02:12:10,-1.37,Pothole - 307617,-95.4585,29.6893,29.68940748,-95.45837415,WAP
278240,12288122-101003182248,"2525 LOCKE, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0641720140015,,,,,,492U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:09:07,2018-09-13 11:09:07,2018-09-12 08:34:35,-1.11,Pothole - 307647,-95.41879,29.74357,29.74350079,-95.41852427,WAP
278241,12288123-101003182249,"2146 W MAIN, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0630750030013,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:09:10,2018-09-13 11:09:10,2018-09-12 11:19:35,-0.99,Pothole - 307651,-95.41275,29.73615,29.7361526,-95.4127308,WAP
278251,12288126-101003182259,"2200 HARLEM, HOUSTON TX 77020",HARRIS,B,GREATER FIFTH WARD,0131230000001,NE,NE,FRIDAY,1st Thursday,FRIDAY-B,494C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 02:12:50,2018-09-13 11:12:50,2018-09-28 13:39:31,15.1,Pothole,,,29.78137572,-95.31643396,WEB
278434,12288165-101003182444,Intersection 1500 GUSTAV ST&5000 LEELAND ST,Harris County,I,GREATER EASTWOOD,,SE,SE,MONDAY,1st Wednesday,MONDAY-A,494X,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 08:51:10,2018-09-14 08:51:10,2018-09-12 13:44:36,-1.8,Pothole-101003182444,3134052.25078,13832730.41345,29.73399548,-95.32675169,Voice In
278798,12288270-101003182844,"7495 W GREENS, HOUSTON TX 77064",HARRIS,A,WILLOWBROOK,1308220010001,,,,,,370N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 11:33:11,2018-09-14 11:33:11,2018-09-12 14:39:35,-1.87,Pothole,,,29.95152956,-95.53879914,WEB
278918,12288299-101003182969,"7440 W GREENS, HOUSTON TX 77064",HARRIS,A,WILLOWBROOK,0420710000105,,,,,,370J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 12:15:44,2018-09-14 12:15:44,2018-09-12 14:29:35,-1.91,Pothole-101003182969,3063999.61923,13909981.55619,29.95220654,-95.54019034,Voice In
278997,12288323-101003183062,"5401 CHIMNEY ROCK, HOUSTON TX 77081",HARRIS,J,GULFTON,0370540140001,,,,,,531B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-09-12 13:00:58,2018-09-14 13:00:58,2018-09-13 09:59:36,-1.13,Pothole-101003183062,3086918.77549,13827435.60284,29.72342942,-95.47570413,Voice In
